HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,SWP_SG,SV_POS,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z
a,523901,0.000,0.000,36.000,0.000,2.021,0.212,-0.303,-0.591,0.186,9.905,0.261
a,523906,0.000,0.000,36.000,0.000,2.065,-0.170,0.033,-1.400,0.165,9.877,0.250
a,523910,0.000,0.000,36.000,0.000,2.021,0.105,0.201,-0.652,0.188,9.890,0.226
a,523913,0.000,0.000,36.000,0.000,2.065,0.044,0.171,-0.316,0.201,9.893,0.229
a,523917,0.000,0.000,36.000,0.000,1.978,0.105,0.033,-0.484,0.176,9.892,0.285
a,523921,0.000,0.000,36.000,0.000,1.978,0.013,0.186,0.035,0.163,9.876,0.266
a,523925,0.000,0.000,36.000,0.000,1.978,0.105,0.094,-0.805,0.181,9.883,0.250
a,523929,0.000,0.000,36.000,0.000,2.109,-0.155,0.033,-0.087,0.183,9.876,0.247
a,523934,0.000,0.000,36.000,0.000,1.978,0.059,-0.287,0.401,0.164,9.876,0.250
a,523938,0.000,0.000,36.000,0.000,2.021,-0.124,0.033,-0.683,0.181,9.850,0.242
a,523941,0.000,0.000,36.000,0.000,1.978,0.136,-0.012,1.440,0.165,9.874,0.253
a,523946,0.000,0.000,36.000,0.000,2.021,-0.246,0.033,0.493,0.199,9.868,0.266
a,523949,0.000,0.000,36.000,0.000,1.978,0.044,-0.287,-0.652,0.165,9.872,0.244
a,523953,0.000,0.000,36.000,0.000,2.021,-0.048,-0.196,-0.194,0.188,9.851,0.250
a,523957,0.000,0.000,36.000,0.000,1.978,-0.063,-0.074,-0.637,0.183,9.862,0.243
a,523961,0.000,0.000,36.000,0.000,1.978,-0.155,0.186,0.203,0.183,9.862,0.231
a,523965,0.000,0.000,36.000,0.000,2.021,-0.048,0.186,0.142,0.213,9.851,0.278
a,523969,0.000,0.000,36.000,0.000,1.978,-0.063,0.064,0.569,0.194,9.841,0.272
a,523973,0.000,0.000,36.000,0.000,1.978,-0.246,0.094,1.455,0.165,9.869,0.229
a,523977,0.000,0.000,36.000,0.000,2.065,-0.063,-0.104,0.829,0.199,9.871,0.269
a,523981,0.000,0.000,36.000,0.000,1.978,0.059,0.140,-0.377,0.183,9.850,0.239
a,523985,0.000,0.000,36.000,0.000,2.021,0.105,0.033,-1.141,0.178,9.865,0.253
a,523989,0.000,0.000,36.000,0.000,1.978,0.044,-0.028,-0.866,0.180,9.874,0.256
a,523993,0.000,0.000,36.000,0.000,1.978,0.181,-0.196,0.417,0.180,9.865,0.266
a,523997,0.000,0.000,36.000,0.000,2.021,0.166,-0.058,0.295,0.160,9.888,0.256
a,524001,0.000,0.000,36.000,0.000,1.934,-0.048,-0.074,-0.041,0.189,9.905,0.256
a,524006,0.000,0.000,36.000,0.000,1.978,0.288,-0.089,-0.194,0.154,9.876,0.242
a,524009,0.000,0.000,36.000,0.000,1.978,-0.231,0.049,-0.637,0.194,9.871,0.241
