HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SV_POS
a,230010,0.000,6.072,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,230014,0.000,2.348,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.559
a,230018,0.000,-1.777,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.702
a,230022,0.000,-5.602,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230026,0.000,-8.472,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.537
a,230030,0.000,-9.897,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.523
a,230034,0.000,-9.630,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.227
a,230038,0.000,-7.715,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.042
a,230042,0.000,-4.478,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,230046,0.000,-0.472,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,230050,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.680
a,230054,0.000,4.055,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.371
a,230058,0.000,7.415,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.680
a,230062,0.000,9.500,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.602
a,230066,0.000,9.950,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.405
a,230070,0.000,8.684,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.218
a,230074,0.000,5.919,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,230078,0.000,2.131,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,230082,0.000,-2.028,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.405
a,230086,0.000,-5.837,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.930
a,230090,0.000,-8.637,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.490
a,230094,0.000,-9.941,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.809
a,230098,0.000,-9.520,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.787
a,230102,0.000,-7.445,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.834
a,230106,0.000,-4.075,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,230110,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,230114,0.000,4.082,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.373
a,230118,0.000,7.455,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.183
a,230122,0.000,9.527,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.074
a,230126,0.000,9.937,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.283
a,230130,0.000,8.609,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.602
a,230134,0.000,5.774,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.252
a,230138,0.000,1.926,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,230142,0.000,-2.262,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.580
a,230146,0.000,-6.054,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.493
a,230150,0.000,-8.784,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.777
a,230154,0.000,-9.971,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.018
a,230158,0.000,-9.404,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.193
a,230162,0.000,-7.180,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.526
a,230166,0.000,-3.689,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,230170,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.042
a,230174,0.000,4.110,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.758
a,230178,0.000,7.494,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,0.703
a,230182,0.000,9.554,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.008
a,230186,0.000,9.923,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.362
a,230190,0.000,8.532,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.942
a,230194,0.000,5.626,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.537
a,230198,0.000,1.720,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,230202,0.000,-2.494,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.887
a,230206,0.000,-6.266,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.108
a,230210,0.000,-8.923,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.108
a,230214,0.000,-9.991,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,20.039
a,230218,0.000,-9.276,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.358
a,230222,0.000,-6.904,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.229
a,230226,0.000,-3.296,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,230230,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,230234,0.000,4.137,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,230238,0.000,7.534,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.108
a,230242,0.000,9.580,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.733
a,230246,0.000,9.907,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.414
a,230250,0.000,8.453,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,230254,0.000,5.477,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.120
a,230258,0.000,1.513,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.768
a,230262,0.000,-2.725,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.811
a,230266,0.000,-6.473,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.834
a,230270,0.000,-9.054,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230274,0.000,-10.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.787
a,230278,0.000,-9.136,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.952
a,230282,0.000,-6.617,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.371
a,230286,0.000,-2.898,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,230290,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.009
a,230294,0.000,4.164,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.118
a,230298,0.000,7.573,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.381
a,230302,0.000,9.606,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.008
a,230306,0.000,9.890,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.812
a,230310,0.000,8.372,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.549
a,230314,0.000,5.326,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,230318,0.000,1.306,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,230322,0.000,-2.954,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.305
a,230326,0.000,-6.676,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.315
a,230330,0.000,-9.177,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.064
a,230334,0.000,-9.997,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.314
a,230338,0.000,-8.984,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.743
a,230342,0.000,-6.321,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.195
a,230346,0.000,-2.495,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,230350,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.549
a,230354,0.000,4.191,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.030
a,230358,0.000,7.612,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.371
a,230362,0.000,9.630,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.602
a,230366,0.000,9.872,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,230370,0.000,8.289,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.789
a,230374,0.000,5.173,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,230378,0.000,1.098,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,230382,0.000,-3.182,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230386,0.000,-6.874,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,230390,0.000,-9.292,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.820
a,230394,0.000,-9.984,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.534
a,230398,0.000,-8.821,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.523
a,230402,0.000,-6.015,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.999
a,230406,0.000,-2.088,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.175
a,230410,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,230414,0.000,4.218,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.446
a,230418,0.000,7.651,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.646
a,230422,0.000,9.654,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.480
a,230426,0.000,9.852,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.636
a,230430,0.000,8.205,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.130
a,230434,0.000,5.019,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,230438,0.000,0.890,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,230442,0.000,-3.408,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.834
a,230446,0.000,-7.067,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.427
a,230450,0.000,-9.398,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.831
a,230454,0.000,-9.961,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.677
a,230458,0.000,-8.646,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,230462,0.000,-5.700,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.219
a,230466,0.000,-1.677,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,230470,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.195
a,230474,0.000,4.245,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.987
a,230478,0.000,7.689,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.030
a,230482,0.000,9.677,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.362
a,230486,0.000,9.831,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.877
a,230490,0.000,8.118,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.239
a,230494,0.000,4.863,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,230498,0.000,0.681,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.790
a,230502,0.000,-3.632,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.977
a,230506,0.000,-7.255,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.240
a,230510,0.000,-9.496,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.930
a,230514,0.000,-9.926,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,19.556
a,230518,0.000,-8.460,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.820
a,230522,0.000,-5.376,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.175
a,230526,0.000,-1.262,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230530,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.637
a,230534,0.000,4.273,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.524
a,230538,0.000,7.727,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.404
a,230542,0.000,9.699,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.986
a,230546,0.000,9.808,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.427
a,230550,0.000,8.030,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.195
a,230554,0.000,4.705,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.284
a,230558,0.000,0.472,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.658
a,230562,0.000,-3.854,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.492
a,230566,0.000,-7.437,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230570,0.000,-9.586,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.172
a,230574,0.000,-9.881,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.446
a,230578,0.000,-8.264,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.624
a,230582,0.000,-5.045,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,230586,0.000,-0.846,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.658
a,230590,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.065
a,230594,0.000,4.300,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.008
a,230598,0.000,7.765,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.515
a,230602,0.000,9.721,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,0.703
a,230606,0.000,9.784,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.768
a,230610,0.000,7.940,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,230614,0.000,4.546,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,230618,0.000,0.263,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.064
a,230622,0.000,-4.073,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.702
a,230626,0.000,-7.615,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230630,0.000,-9.666,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.227
a,230634,0.000,-9.825,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.358
a,230638,0.000,-8.056,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.768
a,230642,0.000,-4.705,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,230646,0.000,-0.428,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.120
a,230650,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.802
a,230654,0.000,4.327,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,0.396
a,230658,0.000,7.803,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.327
a,230662,0.000,9.741,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.568
a,230666,0.000,9.759,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.406
a,230670,0.000,7.848,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,230674,0.000,4.386,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.658
a,230678,0.000,0.054,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,230682,0.000,-4.291,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.524
a,230686,0.000,-7.786,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.361
a,230690,0.000,-9.739,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.237
a,230694,0.000,-9.758,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.490
a,230698,0.000,-7.838,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,230702,0.000,-4.359,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,230706,0.000,-0.010,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,230710,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.461
a,230714,0.000,4.353,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.183
a,230718,0.000,7.840,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.187
a,230722,0.000,9.761,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.393
a,230726,0.000,9.732,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.505
a,230730,0.000,7.755,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.239
a,230734,0.000,4.224,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.196
a,230738,0.000,-0.156,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.559
a,230742,0.000,-4.505,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.987
a,230746,0.000,-7.952,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.161
a,230750,0.000,-9.802,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.358
a,230754,0.000,-9.681,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.358
a,230758,0.000,-7.611,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.327
a,230762,0.000,-4.006,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.131
a,230766,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.812
a,230770,0.000,4.379,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,7.690
a,230774,0.000,7.874,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.711
a,230778,0.000,9.779,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.274
a,230782,0.000,9.706,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.086
a,230786,0.000,7.666,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.109
a,230790,0.000,4.071,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,230794,0.000,-0.351,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,230798,0.000,-4.704,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.899
a,230802,0.000,-8.102,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,19.336
a,230806,0.000,-9.854,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.317
a,230810,0.000,-9.600,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.677
a,230814,0.000,-7.389,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.196
a,230818,0.000,-3.671,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,230822,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.769
a,230826,0.000,4.404,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.021
a,230830,0.000,7.909,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,230834,0.000,9.796,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.755
a,230838,0.000,9.678,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.878
a,230842,0.000,7.576,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.580
a,230846,0.000,3.918,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,230850,0.000,-0.546,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.702
a,230854,0.000,-4.900,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.229
a,230858,0.000,-8.247,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.149
a,230862,0.000,-9.897,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.105
a,230866,0.000,-9.509,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.721
a,230870,0.000,-7.159,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,230874,0.000,-3.331,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.680
a,230878,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,230882,0.000,4.429,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.371
a,230886,0.000,7.943,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.699
a,230890,0.000,9.813,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.758
a,230894,0.000,9.649,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.978
a,230898,0.000,7.484,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.637
a,230902,0.000,3.763,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.340
a,230906,0.000,-0.741,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.087
a,230910,0.000,-5.093,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.305
a,230914,0.000,-8.386,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.358
a,230918,0.000,-9.933,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.820
a,230922,0.000,-9.410,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.677
a,230926,0.000,-6.921,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.790
a,230930,0.000,-2.986,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.724
a,230934,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.164
a,230938,0.000,4.454,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.911
a,230942,0.000,7.976,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.271
a,230946,0.000,9.829,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.074
a,230950,0.000,9.619,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.140
a,230954,0.000,7.390,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.733
a,230958,0.000,3.607,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.472
a,230962,0.000,-0.936,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.833
a,230966,0.000,-5.284,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.834
a,230970,0.000,-8.520,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.899
a,230974,0.000,-9.962,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.908
a,230978,0.000,-9.301,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.249
a,230982,0.000,-6.676,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,6.636
a,230986,0.000,-2.638,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,230990,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.593
a,230994,0.000,4.479,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.065
a,230998,0.000,8.010,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.536
a,231002,0.000,9.844,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.162
a,231006,0.000,9.588,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,12.568
a,231010,0.000,7.296,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,10.503
a,231014,0.000,3.451,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.296
a,231018,0.000,-1.130,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,231022,0.000,-5.472,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.526
a,231026,0.000,-8.649,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.864
a,231030,0.000,-9.982,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,16.787
a,231034,0.000,-9.184,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.490
a,231038,0.000,-6.423,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.140
a,231042,0.000,-2.287,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.273
a,231046,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.120
a,231050,0.000,4.504,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.109
a,231054,0.000,8.043,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,20.039
a,231058,0.000,9.858,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.711
a,231062,0.000,9.556,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.746
a,231066,0.000,7.200,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.096
a,231070,0.000,3.293,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.208
a,231074,0.000,-1.324,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,231078,0.000,-5.658,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.175
a,231082,0.000,-8.773,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.062
a,231086,0.000,-9.995,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.908
a,231090,0.000,-9.058,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.755
a,231094,0.000,-6.163,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.977
a,231098,0.000,-1.932,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,231102,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.681
a,231106,0.000,4.529,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,5.537
a,231110,0.000,8.076,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.908
a,231114,0.000,9.872,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.668
a,231118,0.000,9.523,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.890
a,231122,0.000,7.102,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.505
a,231126,0.000,3.135,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.428
a,231130,0.000,-1.517,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.955
a,231134,0.000,-5.840,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,13.711
a,231138,0.000,-8.890,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,20.215
a,231142,0.000,-10.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,14.590
a,231146,0.000,-8.924,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.842
a,231150,0.000,-5.895,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,9.712
a,231154,0.000,-1.575,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.823
a,231158,0.000,0.000,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.076
a,231162,0.000,4.553,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,1.934
a,231166,0.000,8.109,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,15.820
a,231170,0.000,9.885,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,8.042
a,231174,0.000,9.488,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,2.021
a,231178,0.000,7.003,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,11.602
a,231182,0.000,2.975,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.384
a,231186,0.000,-1.710,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,3.867
a,231190,0.000,-6.020,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,4.658
a,231194,0.000,-9.003,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,20.215
a,231198,0.000,-9.997,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,18.149
a,231202,0.000,-8.781,36.000,-0.111,0.108,0.372,2.113,9.378,2.234,17.930
