HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SWP_SG,SV_POS
a,77719,0.000,0.000,36.000,0.063,-0.152,0.214,2.176,9.348,2.223,0.000,4.131
a,77723,0.000,0.000,36.000,-0.044,0.107,0.627,2.227,9.358,2.247,0.000,4.175
a,77727,0.000,0.000,36.000,-0.044,0.046,0.123,2.210,9.342,2.247,0.000,4.526
a,77731,0.000,0.000,36.000,0.108,-0.015,-0.366,2.207,9.365,2.236,0.000,4.570
a,77735,0.000,0.000,36.000,0.230,0.107,0.214,2.230,9.377,2.240,0.000,4.570
a,77739,0.000,0.000,36.000,-0.105,-0.107,0.337,2.213,9.363,2.261,0.000,4.175
a,77743,0.000,0.000,36.000,0.063,0.046,-0.152,2.195,9.360,2.253,0.000,4.482
a,77747,0.000,0.000,36.000,-0.044,0.092,-0.366,2.164,9.354,2.237,0.000,4.526
a,77751,0.000,0.000,36.000,0.001,0.000,0.352,2.189,9.366,2.227,0.000,4.570
a,77755,0.000,0.000,36.000,0.169,-0.107,0.505,2.205,9.403,2.237,0.000,4.219
a,77760,0.000,0.000,36.000,0.001,0.046,0.062,2.194,9.360,2.242,0.000,4.526
a,77763,0.000,0.000,36.000,0.169,-0.168,-0.427,2.179,9.343,2.247,0.000,4.570
a,77767,0.000,0.000,36.000,0.108,-0.061,-0.320,2.211,9.358,2.229,0.000,4.570
a,77771,0.000,0.000,36.000,0.108,0.046,-0.060,2.189,9.328,2.240,0.000,4.526
a,77775,0.000,0.000,36.000,0.108,-0.122,-0.152,2.195,9.340,2.218,0.000,4.526
a,77779,0.000,0.000,36.000,0.047,-0.015,-0.702,2.219,9.364,2.253,0.000,4.175
a,77784,0.000,0.000,36.000,-0.060,-0.015,-1.602,2.186,9.380,2.237,0.000,4.614
a,77788,0.000,0.000,36.000,0.063,-0.152,0.214,2.179,9.365,2.261,0.000,4.614
a,77791,0.000,0.000,36.000,-0.105,0.061,0.352,2.217,9.349,2.229,0.000,4.526
a,77795,0.000,0.000,36.000,-0.105,-0.259,-0.320,2.179,9.330,2.230,0.000,4.175
a,77799,0.000,0.000,36.000,-0.151,0.092,-0.182,2.189,9.347,2.249,0.000,4.570
a,77803,0.000,0.000,36.000,0.169,0.046,-0.320,2.199,9.360,2.237,0.000,4.131
a,77807,0.000,0.000,36.000,0.001,0.122,0.779,2.198,9.380,2.263,0.000,4.219
a,77812,0.000,0.000,36.000,0.001,-0.046,-0.045,2.198,9.371,2.242,0.000,4.570
a,77816,0.000,0.000,36.000,-0.166,-0.122,-0.457,2.192,9.364,2.240,0.000,4.570
a,77819,0.000,0.000,36.000,-0.044,0.168,0.337,2.210,9.372,2.229,0.000,4.614
a,77824,0.000,0.000,36.000,-0.258,-0.229,0.199,2.210,9.403,2.253,0.000,4.614
a,77827,0.000,0.000,36.000,-0.105,-0.443,-0.152,2.198,9.378,2.237,0.000,4.175
a,77831,0.000,0.000,36.000,0.063,0.000,0.489,2.199,9.377,2.230,0.000,4.526
a,77835,0.000,0.000,36.000,-0.090,-0.152,0.917,2.170,9.360,2.240,0.000,4.219
a,77839,0.000,0.000,36.000,0.063,-0.015,0.184,2.205,9.331,2.249,0.000,4.219
a,77843,0.000,0.000,36.000,-0.151,-0.015,-0.411,2.192,9.376,2.229,0.000,4.526
a,77847,0.000,0.000,36.000,-0.228,-0.168,-0.625,2.217,9.364,2.240,0.000,4.175
a,77851,0.000,0.000,36.000,-0.105,-0.061,-0.091,2.211,9.353,2.236,0.000,4.526
a,77855,0.000,0.000,36.000,0.292,-0.046,1.161,2.179,9.331,2.231,0.000,4.131
a,77859,0.000,0.000,36.000,-0.197,0.000,0.917,2.227,9.349,2.253,0.000,4.658
a,77863,0.000,0.000,36.000,-0.060,-0.229,-1.114,2.184,9.364,2.247,0.000,4.526
a,77867,0.000,0.000,36.000,0.093,-0.122,-0.702,2.194,9.382,2.230,0.000,4.087
a,77872,0.000,0.000,36.000,0.230,0.092,-0.198,2.188,9.369,2.240,0.000,4.570
a,77875,0.000,0.000,36.000,0.154,-0.061,-0.976,2.201,9.397,2.246,0.000,4.175
a,77879,0.000,0.000,36.000,0.215,-0.168,-0.808,2.211,9.384,2.231,0.000,4.219
a,77883,0.000,0.000,36.000,0.230,-0.015,0.123,2.192,9.379,2.243,0.000,4.131
a,77887,0.000,0.000,36.000,-0.044,0.077,0.505,2.210,9.390,2.240,0.000,4.131
a,77891,0.000,0.000,36.000,0.017,-0.152,0.947,2.188,9.342,2.227,0.000,4.175
a,77895,0.000,0.000,36.000,0.154,-0.015,-0.747,2.182,9.379,2.230,0.000,4.219
a,77899,0.000,0.000,36.000,0.001,0.092,0.184,2.230,9.346,2.252,0.000,4.131
a,77903,0.000,0.000,36.000,0.001,-0.015,-0.320,2.211,9.371,2.227,0.000,4.570
a,77907,0.000,0.000,36.000,-0.044,0.122,0.550,2.194,9.355,2.234,0.000,4.614
a,77911,0.000,0.000,36.000,0.093,0.321,-0.656,2.198,9.364,2.229,0.000,4.570
a,77916,0.000,0.000,36.000,-0.044,0.046,0.138,2.210,9.366,2.253,0.000,4.175
a,77919,0.000,0.000,36.000,-0.044,-0.061,0.016,2.198,9.371,2.230,0.000,4.131
a,77923,0.000,0.000,36.000,-0.014,-0.122,-0.534,2.192,9.383,2.237,0.000,4.570
a,77927,0.000,0.000,36.000,-0.014,-0.015,-0.564,2.188,9.343,2.221,0.000,4.570
a,77931,0.000,0.000,36.000,0.001,0.000,0.413,2.189,9.355,2.224,0.000,4.219
a,77936,0.000,0.000,36.000,-0.121,0.092,-0.808,2.188,9.365,2.223,0.000,4.526
a,77940,0.000,0.000,36.000,0.063,-0.061,0.169,2.195,9.369,2.231,0.000,4.175
a,77944,0.000,0.000,36.000,0.063,0.061,-0.106,2.205,9.337,2.218,0.000,4.570
a,77947,0.000,0.000,36.000,0.261,-0.168,-0.579,2.170,9.380,2.237,0.000,4.570
a,77951,0.000,0.000,36.000,0.154,-0.168,-0.747,2.186,9.365,2.278,0.000,4.570
a,77955,0.000,0.000,36.000,-0.044,-0.061,-0.320,2.207,9.382,2.237,0.000,4.131
a,77960,0.000,0.000,36.000,-0.029,0.000,-0.686,2.213,9.370,2.251,0.000,4.570
a,77963,0.000,0.000,36.000,-0.151,0.260,-0.045,2.173,9.369,2.237,0.000,4.570
a,77968,0.000,0.000,36.000,-0.105,-0.275,-0.411,2.173,9.380,2.255,0.000,4.570
a,77971,0.000,0.000,36.000,-0.044,0.000,0.352,2.198,9.390,2.229,0.000,4.175
a,77975,0.000,0.000,36.000,-0.212,0.000,0.184,2.195,9.363,2.255,0.000,4.570
a,77979,0.000,0.000,36.000,-0.212,0.046,0.184,2.217,9.351,2.223,0.000,4.570
a,77983,0.000,0.000,36.000,0.108,-0.015,0.184,2.176,9.364,2.242,0.000,4.175
a,77987,0.000,0.000,36.000,-0.212,0.122,0.230,2.204,9.380,2.218,0.000,4.175
a,77991,0.000,0.000,36.000,-0.212,0.000,0.688,2.179,9.372,2.242,0.000,4.570
a,77995,0.000,0.000,36.000,0.047,0.046,-0.579,2.199,9.370,2.240,0.000,4.570
a,77999,0.000,0.000,36.000,-0.105,-0.046,0.337,2.194,9.357,2.243,0.000,4.570
a,78003,0.000,0.000,36.000,0.108,0.290,0.260,2.204,9.337,2.255,0.000,4.570
a,78007,0.000,0.000,36.000,-0.060,0.092,-0.915,2.182,9.360,2.211,0.000,4.175
a,78012,0.000,0.000,36.000,0.093,-0.107,-1.251,2.176,9.370,2.227,0.000,4.614
a,78015,0.000,0.000,36.000,-0.136,-0.152,0.902,2.174,9.340,2.261,0.000,4.570
a,78019,0.000,0.000,36.000,0.047,-0.122,-1.022,2.195,9.394,2.242,0.000,4.175
a,78023,0.000,0.000,36.000,-0.105,-0.015,0.138,2.198,9.378,2.247,0.000,4.570
a,78027,0.000,0.000,36.000,0.230,-0.336,0.123,2.201,9.358,2.229,0.000,4.614
a,78031,0.000,0.000,36.000,0.093,-0.015,-0.915,2.205,9.372,2.209,0.000,4.087
a,78035,0.000,0.000,36.000,0.047,-0.015,-1.343,2.198,9.336,2.259,0.000,4.175
a,78039,0.000,0.000,36.000,0.169,-0.061,-0.213,2.198,9.351,2.230,0.000,4.614
a,78043,0.000,0.000,36.000,0.154,-0.168,-1.740,2.192,9.363,2.234,0.000,4.570
a,78047,0.000,0.000,36.000,-0.212,0.061,0.306,2.194,9.355,2.231,0.000,4.570
a,78051,0.000,0.000,36.000,-0.151,-0.076,-1.175,2.192,9.377,2.254,0.000,4.175
a,78055,0.000,0.000,36.000,0.108,0.000,0.505,2.192,9.365,2.231,0.000,4.219
a,78059,0.000,0.000,36.000,0.078,0.107,0.886,2.182,9.367,2.237,0.000,4.219
a,78064,0.000,0.000,36.000,0.108,-0.046,0.657,2.182,9.363,2.221,0.000,4.526
a,78067,0.000,0.000,36.000,-0.121,-0.015,-0.839,2.189,9.343,2.243,0.000,4.526
a,78071,0.000,0.000,36.000,-0.014,0.214,-0.808,2.176,9.364,2.231,0.000,4.482
a,78075,0.000,0.000,36.000,-0.029,0.275,1.375,2.199,9.377,2.229,0.000,4.570
a,78079,0.000,0.000,36.000,-0.121,-0.015,-0.564,2.215,9.346,2.247,0.000,4.570
a,78084,0.000,0.000,36.000,-0.014,-0.015,-0.518,2.174,9.361,2.253,0.000,4.131
a,78088,0.000,0.000,36.000,-0.121,-0.214,-0.961,2.179,9.376,2.240,0.000,4.570
a,78092,0.000,0.000,36.000,0.017,0.015,1.283,2.179,9.351,2.243,0.000,4.175
a,78095,0.000,0.000,36.000,0.154,0.153,-0.656,2.173,9.351,2.242,0.000,4.175
a,78099,0.000,0.000,36.000,0.108,-0.061,-0.045,2.176,9.374,2.247,0.000,4.526
a,78103,0.000,0.000,36.000,-0.151,0.153,-0.442,2.184,9.371,2.247,0.000,4.526
a,78108,0.000,0.000,36.000,-0.044,-0.046,0.459,2.199,9.365,2.247,0.000,4.175
a,78112,0.000,0.000,36.000,-0.044,-0.137,0.718,2.201,9.391,2.247,0.000,4.570
a,78115,0.000,0.000,36.000,0.047,0.153,-0.763,2.180,9.352,2.223,0.000,4.526
a,78120,0.000,0.000,36.000,-0.047,0.003,-0.184,2.201,9.355,2.230,0.000,4.526
a,78123,0.000,0.000,36.000,-0.230,0.049,-0.841,2.204,9.374,2.211,0.000,4.526
a,78127,0.000,0.000,36.000,0.044,-0.149,0.182,2.185,9.404,2.241,0.000,4.175
a,78131,0.000,0.000,36.000,-0.063,0.003,0.197,2.182,9.378,2.247,0.000,4.570
a,78135,0.000,0.000,36.000,0.105,0.049,-0.139,2.167,9.341,2.252,0.000,4.526
a,78139,0.000,0.000,36.000,-0.001,-0.149,0.197,2.192,9.361,2.224,0.000,4.526
a,78143,0.000,0.000,36.000,-0.001,0.003,0.258,2.194,9.379,2.240,0.000,4.570
a,78147,0.000,0.000,36.000,0.228,0.064,-0.093,2.186,9.353,2.259,0.000,4.131
a,78151,0.000,0.000,36.000,-0.215,0.049,-0.184,2.179,9.365,2.247,0.000,4.570
a,78155,0.000,0.000,36.000,-0.215,-0.043,0.319,2.186,9.355,2.243,0.000,4.219
a,78159,0.000,0.000,36.000,-0.261,0.064,0.258,2.204,9.333,2.258,0.000,4.482
a,78163,0.000,0.000,36.000,0.090,-0.012,-0.475,2.211,9.358,2.230,0.000,4.570
a,78168,0.000,0.000,36.000,0.060,0.049,-0.139,2.194,9.355,2.229,0.000,4.175
a,78171,0.000,0.000,36.000,-0.047,0.064,0.365,2.213,9.351,2.229,0.000,4.570
a,78175,0.000,0.000,36.000,-0.108,0.003,0.258,2.195,9.365,2.259,0.000,4.219
a,78179,0.000,0.000,36.000,-0.108,0.049,0.212,2.179,9.369,2.215,0.000,4.175
a,78183,0.000,0.000,36.000,0.090,-0.165,-1.406,2.189,9.374,2.240,0.000,4.175
a,78187,0.000,0.000,36.000,0.060,-0.195,0.503,2.223,9.390,2.223,0.000,4.175
a,78191,0.000,0.000,36.000,0.060,0.003,0.732,2.194,9.365,2.240,0.000,4.482
a,78195,0.000,0.000,36.000,-0.124,-0.119,-0.505,2.151,9.355,2.247,0.000,4.526
a,78199,0.000,0.000,36.000,-0.108,-0.058,0.029,2.204,9.382,2.230,0.000,4.482
a,78203,0.000,0.000,36.000,-0.001,-0.012,-0.123,2.189,9.369,2.221,0.000,4.526
a,78207,0.000,0.000,36.000,0.060,-0.119,-0.307,2.194,9.329,2.205,0.000,4.131
a,78212,0.000,0.000,36.000,0.060,-0.104,0.335,2.186,9.382,2.237,0.000,4.570
a,78215,0.000,0.000,36.000,-0.108,0.049,-0.078,2.167,9.348,2.217,0.000,4.570
a,78219,0.000,0.000,36.000,-0.001,0.064,0.243,2.201,9.369,2.236,0.000,4.570
a,78223,0.000,0.000,36.000,-0.124,-0.012,-0.887,2.199,9.369,2.227,0.000,4.131
a,78227,0.000,0.000,36.000,0.014,-0.027,0.045,2.170,9.347,2.245,0.000,4.219
a,78232,0.000,0.000,36.000,-0.001,-0.119,-0.230,2.207,9.390,2.234,0.000,4.526
a,78236,0.000,0.000,36.000,0.044,0.049,-1.116,2.199,9.366,2.230,0.000,4.570
a,78239,0.000,0.000,36.000,0.060,-0.149,0.686,2.189,9.354,2.240,0.000,4.570
a,78243,0.000,0.000,36.000,0.060,-0.226,0.136,2.189,9.369,2.255,0.000,4.570
a,78247,0.000,0.000,36.000,0.151,-0.012,-0.566,2.195,9.358,2.227,0.000,4.570
a,78251,0.000,0.000,36.000,0.044,-0.104,-1.192,2.188,9.359,2.240,0.000,4.131
a,78255,0.000,0.000,36.000,-0.108,0.171,0.396,2.195,9.396,2.237,0.000,4.526
a,78260,0.000,0.000,36.000,-0.001,0.049,-0.032,2.194,9.365,2.223,0.000,4.570
a,78263,0.000,0.000,36.000,-0.047,-0.226,0.212,2.186,9.365,2.246,0.000,4.131
a,78268,0.000,0.000,36.000,0.228,-0.119,-0.093,2.194,9.353,2.231,0.000,4.526
a,78271,0.000,0.000,36.000,0.105,0.064,0.671,2.211,9.377,2.213,0.000,4.482
a,78275,0.000,0.000,36.000,-0.139,-0.027,-0.169,2.199,9.353,2.221,0.000,4.570
a,78279,0.000,0.000,36.000,-0.108,0.125,0.915,2.191,9.388,2.234,0.000,4.614
a,78283,0.000,0.000,36.000,0.151,0.049,-1.009,2.194,9.379,2.236,0.000,4.526
a,78287,0.000,0.000,36.000,0.166,0.095,-0.429,2.211,9.377,2.234,0.000,4.526
a,78291,0.000,0.000,36.000,-0.017,-0.165,-0.627,2.211,9.365,2.229,0.000,4.526
a,78295,0.000,0.000,36.000,-0.047,-0.226,-0.307,2.204,9.367,2.227,0.000,4.219
a,78299,0.000,0.000,36.000,-0.215,-0.058,-0.017,2.215,9.360,2.242,0.000,4.526
a,78303,0.000,0.000,36.000,-0.001,-0.149,0.426,2.164,9.351,2.242,0.000,4.570
a,78307,0.000,0.000,36.000,0.075,-0.027,1.434,2.204,9.365,2.229,0.000,4.570
a,78312,0.000,0.000,36.000,-0.124,-0.165,0.976,2.217,9.371,2.210,0.000,4.482
a,78315,0.000,0.000,36.000,-0.215,0.095,0.045,2.179,9.340,2.266,0.000,4.570
a,78319,0.000,0.000,36.000,0.166,0.263,-0.322,2.189,9.398,2.240,0.000,4.570
a,78323,0.000,0.000,36.000,0.060,-0.104,0.671,2.180,9.349,2.246,0.000,4.570
a,78327,0.000,0.000,36.000,0.060,0.049,-0.322,2.192,9.382,2.230,0.000,4.482
a,78331,0.000,0.000,36.000,0.075,-0.149,-0.475,2.222,9.372,2.247,0.000,4.175
a,78335,0.000,0.000,36.000,-0.215,0.156,0.075,2.210,9.372,2.221,0.000,4.175
a,78339,0.000,0.000,36.000,0.044,0.171,-1.253,2.182,9.391,2.240,0.000,4.175
a,78343,0.000,0.000,36.000,0.105,-0.119,-0.307,2.186,9.370,2.247,0.000,4.175
a,78347,0.000,0.000,36.000,0.228,-0.012,-0.413,2.192,9.351,2.237,0.000,4.526
a,78351,0.000,0.000,36.000,-0.001,0.018,0.793,2.184,9.379,2.224,0.000,4.570
a,78355,0.000,0.000,36.000,0.105,0.064,0.228,2.182,9.360,2.229,0.000,4.175
a,78360,0.000,0.000,36.000,0.228,0.217,0.060,2.189,9.395,2.252,0.000,4.131
a,78363,0.000,0.000,36.000,-0.017,-0.119,-0.658,2.192,9.337,2.240,0.000,4.131
a,78367,0.000,0.000,36.000,-0.124,0.095,-1.268,2.198,9.365,2.240,0.000,4.570
a,78372,0.000,0.000,36.000,0.075,-0.088,-0.688,2.199,9.394,2.235,0.000,4.570
a,78375,0.000,0.000,36.000,-0.154,-0.012,-0.337,2.189,9.358,2.237,0.000,4.175
a,78380,0.000,0.000,36.000,-0.001,-0.012,0.197,2.184,9.382,2.230,0.000,4.131
a,78384,0.000,0.000,36.000,-0.047,0.064,-0.078,2.195,9.357,2.243,0.000,4.570
a,78388,0.000,0.000,36.000,-0.047,-0.165,-0.230,2.176,9.360,2.252,0.000,4.570
a,78391,0.000,0.000,36.000,-0.093,0.278,1.571,2.199,9.347,2.236,0.000,4.526
a,78395,0.000,0.000,36.000,-0.063,-0.012,-0.627,2.179,9.396,2.227,0.000,4.219
a,78399,0.000,0.000,36.000,0.060,0.110,0.396,2.210,9.351,2.230,0.000,4.175
a,78403,0.000,0.000,36.000,0.060,-0.119,-0.261,2.170,9.364,2.231,0.000,4.131
a,78408,0.000,0.000,36.000,0.044,-0.058,-0.459,2.207,9.347,2.224,0.000,4.570
a,78412,0.000,0.000,36.000,-0.230,-0.165,-0.566,2.210,9.365,2.234,0.000,4.570
a,78415,0.000,0.000,36.000,-0.001,0.003,0.564,2.158,9.354,2.227,0.000,4.570
a,78420,0.000,0.000,36.000,-0.261,-0.119,0.045,2.204,9.361,2.221,0.000,4.131
a,78423,0.000,0.000,36.000,-0.047,0.217,0.197,2.194,9.379,2.236,0.000,4.087
a,78427,0.000,0.000,36.000,-0.108,0.156,-0.154,2.182,9.371,2.249,0.000,4.131
a,78431,0.000,0.000,36.000,-0.047,0.278,0.732,2.184,9.366,2.236,0.000,4.175
a,78435,0.000,0.000,36.000,0.044,-0.058,-0.841,2.198,9.361,2.236,0.000,4.175
a,78439,0.000,0.000,36.000,0.014,0.186,1.327,2.194,9.379,2.240,0.000,4.175
a,78443,0.000,0.000,36.000,0.105,-0.012,0.075,2.213,9.370,2.234,0.000,4.219
a,78447,0.000,0.000,36.000,0.044,0.095,-0.642,2.192,9.340,2.247,0.000,4.570
a,78451,0.000,0.000,36.000,-0.001,0.232,0.411,2.205,9.384,2.227,0.000,4.658
a,78455,0.000,0.000,36.000,-0.108,-0.088,0.564,2.198,9.361,2.236,0.000,4.570
a,78459,0.000,0.000,36.000,-0.261,0.064,0.686,2.167,9.372,2.240,0.000,4.131
a,78463,0.000,0.000,36.000,-0.108,-0.043,0.426,2.205,9.370,2.240,0.000,4.526
a,78468,0.000,0.000,36.000,-0.215,0.125,0.243,2.198,9.367,2.240,0.000,4.175
a,78471,0.000,0.000,36.000,0.090,0.095,-1.009,2.189,9.358,2.195,0.000,4.131
a,78475,0.000,0.000,36.000,-0.093,0.110,1.037,2.188,9.358,2.252,0.000,4.526
a,78479,0.000,0.000,36.000,0.060,0.064,0.289,2.180,9.372,2.215,0.000,4.526
a,78483,0.000,0.000,36.000,0.151,0.263,-0.688,2.170,9.374,2.247,0.000,4.526
a,78487,0.000,0.000,36.000,-0.001,-0.058,-0.169,2.192,9.360,2.230,0.000,4.570
a,78491,0.000,0.000,36.000,-0.169,0.095,-1.207,2.198,9.343,2.230,0.000,4.175
a,78495,0.000,0.000,36.000,-0.108,-0.119,0.151,2.182,9.398,2.246,0.000,4.570
a,78499,0.000,0.000,36.000,0.105,-0.165,0.136,2.195,9.346,2.242,0.000,4.131
a,78503,0.000,0.000,36.000,0.151,-0.134,-0.200,2.174,9.376,2.230,0.000,4.570
a,78508,0.000,0.000,36.000,-0.017,-0.226,-0.566,2.210,9.357,2.231,0.000,4.175
a,78511,0.000,0.000,36.000,-0.001,0.110,0.411,2.186,9.357,2.247,0.000,4.175
a,78515,0.000,0.000,36.000,0.105,-0.012,0.197,2.211,9.372,2.246,0.000,4.175
a,78519,0.000,0.000,36.000,0.166,-0.058,-0.307,2.205,9.366,2.231,0.000,4.526
a,78523,0.000,0.000,36.000,-0.154,-0.104,0.533,2.174,9.361,2.221,0.000,4.131
a,78528,0.000,0.000,36.000,-0.093,0.003,1.571,2.199,9.348,2.230,0.000,4.526
a,78532,0.000,0.000,36.000,0.060,0.110,0.777,2.198,9.365,2.249,0.000,4.526
a,78535,0.000,0.000,36.000,-0.154,-0.012,-0.413,2.174,9.358,2.247,0.000,4.131
a,78539,0.000,0.000,36.000,0.060,0.003,0.304,2.179,9.378,2.247,0.000,4.131
a,78543,0.000,0.000,36.000,0.151,0.049,-0.917,2.204,9.364,2.236,0.000,4.131
a,78547,0.000,0.000,36.000,-0.017,-0.165,-0.887,2.192,9.349,2.261,0.000,4.526
a,78551,0.000,0.000,36.000,-0.001,-0.043,0.564,2.188,9.358,2.258,0.000,4.131
a,78555,0.000,0.000,36.000,-0.001,-0.027,0.411,2.195,9.388,2.253,0.000,4.131
a,78559,0.000,0.000,36.000,0.060,0.064,0.060,2.186,9.379,2.236,0.000,4.087
a,78564,0.000,0.000,36.000,0.121,0.034,-0.413,2.215,9.353,2.248,0.000,4.570
a,78567,0.000,0.000,36.000,-0.261,0.095,-0.413,2.198,9.386,2.229,0.000,4.526
a,78572,0.000,0.000,36.000,0.228,-0.119,-0.352,2.189,9.374,2.218,0.000,4.175
a,78576,0.000,0.000,36.000,-0.093,0.064,1.907,2.211,9.355,2.242,0.000,4.570
a,78579,0.000,0.000,36.000,0.044,-0.012,-1.238,2.179,9.383,2.249,0.000,4.570
a,78583,0.000,0.000,36.000,0.105,-0.226,-0.078,2.211,9.392,2.242,0.000,4.175
a,78587,0.000,0.000,36.000,0.105,0.003,0.335,2.201,9.378,2.252,0.000,4.175
a,78591,0.000,0.000,36.000,0.060,0.110,0.014,2.173,9.341,2.261,0.000,4.570
a,78595,0.000,0.000,36.000,-0.124,-0.058,-0.566,2.182,9.363,2.224,0.000,4.570
a,78599,0.000,0.000,36.000,-0.047,-0.058,0.075,2.180,9.389,2.237,0.000,4.570
a,78603,0.000,0.000,36.000,0.105,-0.012,-0.246,2.199,9.378,2.246,0.000,4.175
a,78607,0.000,0.000,36.000,-0.001,-0.119,-0.032,2.217,9.386,2.236,0.000,4.570
a,78611,0.000,0.000,36.000,0.075,0.232,1.174,2.195,9.365,2.243,0.000,4.175
a,78615,0.000,0.000,36.000,-0.063,0.217,-0.475,2.186,9.396,2.240,0.000,4.131
a,78619,0.000,0.000,36.000,0.334,-0.058,-0.429,2.180,9.367,2.240,0.000,4.219
a,78624,0.000,0.000,36.000,0.044,-0.195,-1.772,2.179,9.385,2.242,0.000,4.614
a,78627,0.000,0.000,36.000,-0.032,0.110,0.976,2.198,9.380,2.224,0.000,4.219
a,78631,0.000,0.000,36.000,0.105,0.018,0.396,2.215,9.379,2.237,0.000,4.131
a,78635,0.000,0.000,36.000,-0.017,-0.012,-0.933,2.182,9.318,2.240,0.000,4.131
a,78639,0.000,0.000,36.000,0.105,-0.012,0.014,2.189,9.385,2.221,0.000,4.087
a,78643,0.000,0.000,36.000,-0.017,0.095,-0.780,2.179,9.386,2.237,0.000,4.131
a,78647,0.000,0.000,36.000,-0.047,0.049,0.212,2.184,9.369,2.229,0.000,4.131
a,78651,0.000,0.000,36.000,0.105,-0.104,0.503,2.201,9.377,2.246,0.000,4.175
a,78655,0.000,0.000,36.000,-0.047,0.003,0.686,2.176,9.371,2.242,0.000,4.175
a,78659,0.000,0.000,36.000,0.044,0.049,-0.734,2.195,9.361,2.201,0.000,4.131
a,78663,0.000,0.000,36.000,0.060,-0.104,-0.200,2.211,9.380,2.249,0.000,4.175
a,78668,0.000,0.000,36.000,-0.001,-0.241,-1.100,2.176,9.367,2.227,0.000,4.219
a,78672,0.000,0.000,36.000,-0.169,-0.058,-0.505,2.195,9.380,2.237,0.000,4.175
a,78675,0.000,0.000,36.000,0.121,-0.043,1.190,2.192,9.352,2.231,0.000,4.175
a,78679,0.000,0.000,36.000,0.014,0.171,1.709,2.174,9.364,2.246,0.000,4.570
a,78683,0.000,0.000,36.000,-0.215,0.003,0.457,2.194,9.369,2.231,0.000,4.175
a,78687,0.000,0.000,36.000,-0.001,-0.149,-0.246,2.189,9.345,2.237,0.000,4.131
a,78692,0.000,0.000,36.000,-0.047,-0.104,0.258,2.188,9.347,2.227,0.000,4.131
a,78696,0.000,0.000,36.000,0.121,0.003,1.434,2.198,9.400,2.243,0.000,4.131
a,78700,0.000,0.000,36.000,0.075,0.003,1.495,2.189,9.353,2.223,0.000,4.131
a,78703,0.000,0.000,36.000,0.228,-0.119,-0.047,2.179,9.358,2.227,0.000,4.526
a,78708,0.000,0.000,36.000,-0.108,0.156,0.075,2.194,9.355,2.246,0.000,4.175
a,78711,0.000,0.000,36.000,0.060,-0.043,0.411,2.204,9.364,2.223,0.000,4.570
a,78716,0.000,0.000,36.000,0.166,-0.104,0.625,2.182,9.335,2.230,0.000,4.175
a,78719,0.000,0.000,36.000,-0.001,-0.211,-0.352,2.246,9.353,2.249,0.000,4.526
a,78723,0.000,0.000,36.000,0.060,0.064,-0.200,2.167,9.385,2.243,0.000,4.570
a,78727,0.000,0.000,36.000,0.060,0.156,-0.093,2.210,9.369,2.223,0.000,4.570
a,78731,0.000,0.000,36.000,0.228,-0.058,0.182,2.195,9.364,2.247,0.000,4.175
a,78735,0.000,0.000,36.000,0.060,-0.165,-0.032,2.184,9.361,2.243,0.000,4.570
a,78739,0.000,0.000,36.000,0.273,-0.012,0.121,2.215,9.364,2.229,0.000,4.526
a,78743,0.000,0.000,36.000,-0.001,0.156,-0.184,2.199,9.380,2.242,0.000,4.570
a,78747,0.000,0.000,36.000,0.060,-0.165,-0.078,2.184,9.365,2.247,0.000,4.175
a,78751,0.000,0.000,36.000,-0.017,-0.012,-1.223,2.163,9.377,2.237,0.000,4.131
a,78755,0.000,0.000,36.000,0.258,-0.119,-0.902,2.221,9.315,2.246,0.000,4.526
a,78759,0.000,0.000,36.000,-0.093,0.064,0.915,2.188,9.342,2.242,0.000,4.175
a,78764,0.000,0.000,36.000,0.151,-0.119,-0.627,2.195,9.346,2.218,0.000,4.219
a,78767,0.000,0.000,36.000,0.166,-0.119,-0.352,2.189,9.337,2.243,0.000,4.526
a,78771,0.000,0.000,36.000,0.105,-0.149,0.304,2.204,9.378,2.252,0.000,4.087
a,78775,0.000,0.000,36.000,-0.215,-0.333,-0.246,2.213,9.369,2.237,0.000,4.219
a,78779,0.000,0.000,36.000,-0.215,0.064,0.625,2.192,9.358,2.234,0.000,4.131
a,78783,0.000,0.000,36.000,-0.032,-0.104,1.205,2.219,9.376,2.243,0.000,4.175
a,78787,0.000,0.000,36.000,0.044,0.049,-0.688,2.204,9.371,2.243,0.000,4.131
a,78791,0.000,0.000,36.000,0.228,-0.149,0.732,2.207,9.361,2.246,0.000,4.482
a,78795,0.000,0.000,36.000,-0.047,0.171,0.304,2.210,9.341,2.230,0.000,4.175
a,78799,0.000,0.000,36.000,-0.261,0.018,0.457,2.167,9.367,2.243,0.000,4.570
a,78803,0.000,0.000,36.000,0.243,0.064,1.785,2.161,9.329,2.236,0.000,4.131
a,78807,0.000,0.000,36.000,-0.017,0.263,-0.749,2.205,9.377,2.231,0.000,4.570
a,78812,0.000,0.000,36.000,-0.200,0.064,1.205,2.204,9.340,2.236,0.000,4.614
a,78816,0.000,0.000,36.000,-0.001,-0.149,0.732,2.192,9.364,2.246,0.000,4.570
