HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SWP_SG,SV_POS
a,56119,0.000,-9.995,36.000,-0.224,-0.405,-0.349,2.179,9.364,2.249,-9.995,-5.010
a,56124,0.000,-9.998,36.000,-0.224,-0.038,-1.098,2.126,9.364,2.265,-9.998,-4.922
a,56127,0.000,-9.999,36.000,-0.102,0.206,0.628,2.142,9.325,2.265,-9.999,-5.054
a,56131,0.000,-10.000,36.000,0.081,0.145,-0.640,2.211,9.366,2.231,-10.000,-4.570
a,56135,0.000,-10.000,36.000,-0.117,-0.435,0.368,2.266,9.390,2.215,-10.000,-5.010
a,56140,0.000,-9.998,36.000,-0.346,-0.023,-0.609,2.192,9.360,2.265,-9.998,-4.614
a,56143,0.000,-9.996,36.000,0.081,0.206,-0.594,2.127,9.335,2.249,-9.996,-4.570
a,56147,0.000,-9.992,36.000,0.051,0.267,0.277,2.179,9.372,2.236,-9.992,-5.010
a,56151,0.000,-9.987,36.000,0.066,0.129,0.124,2.245,9.385,2.223,-9.987,-4.570
a,56155,0.000,-9.981,36.000,-0.163,-0.252,-0.838,2.254,9.365,2.225,-9.981,-5.010
a,56159,0.000,-9.974,36.000,0.112,-0.191,-0.243,2.186,9.355,2.239,-9.974,-4.966
a,56164,0.000,-9.966,36.000,-0.102,0.191,0.582,2.139,9.331,2.236,-9.966,-5.098
a,56168,0.000,-9.957,36.000,-0.010,0.267,0.353,2.194,9.374,2.227,-9.957,-4.966
a,56171,0.000,-9.947,36.000,0.005,-0.054,-0.105,2.264,9.384,2.242,-9.947,-4.570
a,56175,0.000,-9.935,36.000,0.066,-0.283,0.292,2.248,9.321,2.247,-9.935,-5.010
a,56179,0.000,-9.923,36.000,0.112,0.068,-0.197,2.198,9.379,2.254,-9.923,-4.966
a,56183,0.000,-9.909,36.000,0.005,0.297,-0.411,2.145,9.359,2.252,-9.909,-5.010
a,56188,0.000,-9.895,36.000,-0.163,0.191,-0.517,2.167,9.355,2.231,-9.895,-5.010
a,56192,0.000,-9.879,36.000,-0.132,-0.130,-1.265,2.217,9.370,2.224,-9.879,-5.010
a,56196,0.000,-9.862,36.000,0.020,-0.451,0.872,2.199,9.357,2.223,-9.862,-4.966
a,56199,0.000,-9.844,36.000,0.020,0.038,0.979,2.161,9.345,2.252,-9.844,-5.010
a,56203,0.000,-9.825,36.000,0.219,0.023,-1.113,2.168,9.363,2.264,-9.825,-4.966
a,56207,0.000,-9.805,36.000,0.264,0.145,0.124,2.227,9.376,2.221,-9.805,-5.010
a,56211,0.000,-9.783,36.000,-0.178,-0.069,-0.609,2.204,9.366,2.230,-9.783,-5.098
a,56215,0.000,-9.761,36.000,0.066,-0.038,0.078,2.167,9.365,2.210,-9.761,-4.966
a,56220,0.000,-9.737,36.000,-0.041,0.267,1.452,2.167,9.365,2.240,-9.737,-4.966
a,56224,0.000,-9.713,36.000,0.051,0.465,-0.212,2.173,9.386,2.231,-9.713,-4.966
a,56227,0.000,-9.687,36.000,-0.071,0.038,-0.838,2.207,9.378,2.246,-9.687,-5.054
a,56232,0.000,-9.660,36.000,-0.102,-0.038,-0.456,2.199,9.382,2.225,-9.660,-5.010
a,56235,0.000,-9.632,36.000,-0.102,0.099,1.040,2.199,9.372,2.236,-9.632,-4.570
a,56239,0.000,-9.603,36.000,-0.132,-0.100,-1.861,2.182,9.348,2.249,-9.603,-5.010
a,56243,0.000,-9.573,36.000,0.097,0.084,-0.136,2.189,9.380,2.227,-9.573,-4.966
a,56247,0.000,-9.542,36.000,0.097,-0.145,-1.449,2.219,9.385,2.223,-9.542,-4.966
a,56251,0.000,-9.510,36.000,0.097,-0.161,0.185,2.213,9.378,2.230,-9.510,-5.010
a,56255,0.000,-9.476,36.000,-0.026,0.084,1.254,2.168,9.373,2.216,-9.476,-4.966
a,56259,0.000,-9.442,36.000,-0.010,0.068,-0.991,2.186,9.371,2.252,-9.442,-4.922
a,56263,0.000,-9.406,36.000,-0.163,0.084,-0.227,2.192,9.366,2.255,-9.406,-4.614
a,56267,0.000,-9.369,36.000,0.127,0.206,0.887,2.219,9.384,2.245,-9.369,-5.010
a,56271,0.000,-9.332,36.000,-0.010,-0.298,-0.716,2.225,9.380,2.216,-9.332,-5.054
a,56275,0.000,-9.293,36.000,0.066,-0.115,1.131,2.186,9.376,2.240,-9.293,-5.010
a,56279,0.000,-9.253,36.000,0.051,-0.038,-1.174,2.168,9.371,2.225,-9.253,-5.010
a,56283,0.000,-9.212,36.000,-0.087,0.084,1.086,2.198,9.369,2.254,-9.212,-4.966
a,56287,0.000,-9.170,36.000,-0.010,-0.145,-0.716,2.227,9.390,2.235,-9.170,-5.054
a,56292,0.000,-9.127,36.000,-0.010,-0.130,-0.349,2.207,9.366,2.236,-9.127,-4.966
a,56295,0.000,-9.082,36.000,0.066,0.023,-0.136,2.163,9.367,2.242,-9.082,-4.658
a,56299,0.000,-9.037,36.000,0.051,0.053,0.185,2.194,9.380,2.234,-9.037,-4.966
a,56303,0.000,-8.991,36.000,0.066,0.236,-0.151,2.233,9.404,2.241,-8.991,-5.010
a,56307,0.000,-8.943,36.000,-0.163,-0.222,0.368,2.186,9.358,2.227,-8.943,-4.922
a,56312,0.000,-8.895,36.000,-0.102,-0.038,0.032,2.195,9.377,2.231,-8.895,-4.966
a,56315,0.000,-8.845,36.000,-0.056,-0.054,0.307,2.155,9.366,2.227,-8.845,-5.010
a,56319,0.000,-8.795,36.000,-0.117,-0.069,-0.349,2.174,9.386,2.218,-8.795,-4.966
a,56323,0.000,-8.743,36.000,0.158,-0.283,-0.365,2.213,9.389,2.230,-8.743,-4.614
a,56328,0.000,-8.691,36.000,-0.132,-0.069,0.811,2.211,9.367,2.194,-8.691,-5.010
a,56331,0.000,-8.637,36.000,-0.117,0.053,0.261,2.201,9.409,2.230,-8.637,-5.010
a,56336,0.000,-8.582,36.000,0.188,-0.084,1.040,2.194,9.366,2.239,-8.582,-5.142
a,56340,0.000,-8.526,36.000,-0.010,0.023,-1.433,2.192,9.380,2.265,-8.526,-4.966
a,56343,0.000,-8.470,36.000,0.066,0.038,0.735,2.186,9.359,2.231,-8.470,-4.570
a,56347,0.000,-8.412,36.000,-0.209,-0.054,0.872,2.211,9.374,2.236,-8.412,-4.966
a,56351,0.000,-8.353,36.000,-0.056,-0.268,0.521,2.184,9.358,2.229,-8.353,-5.010
a,56355,0.000,-8.293,36.000,0.173,-0.023,0.246,2.194,9.382,2.236,-8.293,-5.010
a,56359,0.000,-8.232,36.000,0.066,-0.084,-0.090,2.215,9.378,2.225,-8.232,-5.098
a,56364,0.000,-8.171,36.000,0.066,0.191,-0.212,2.205,9.367,2.233,-8.171,-5.054
a,56367,0.000,-8.108,36.000,-0.209,-0.084,-0.227,2.211,9.342,2.231,-8.108,-5.010
a,56372,0.000,-8.044,36.000,-0.117,0.099,0.643,2.192,9.383,2.221,-8.044,-4.966
a,56376,0.000,-7.979,36.000,0.142,0.038,-0.960,2.170,9.347,2.234,-7.979,-4.966
a,56379,0.000,-7.913,36.000,0.097,-0.069,-0.029,2.205,9.389,2.253,-7.913,-5.054
a,56383,0.000,-7.847,36.000,0.173,-0.023,0.567,2.233,9.371,2.236,-7.847,-4.966
a,56387,0.000,-7.779,36.000,0.005,0.068,0.154,2.188,9.355,2.239,-7.779,-5.054
a,56391,0.000,-7.710,36.000,-0.224,0.099,0.628,2.195,9.365,2.237,-7.710,-5.054
a,56395,0.000,-7.641,36.000,-0.148,0.068,-0.456,2.168,9.345,2.231,-7.641,-4.966
a,56399,0.000,-7.570,36.000,0.112,-0.145,-0.304,2.211,9.378,2.248,-7.570,-4.966
a,56403,0.000,-7.499,36.000,0.112,-0.191,-0.197,2.204,9.400,2.223,-7.499,-4.966
a,56407,0.000,-7.426,36.000,0.020,-0.191,-2.365,2.182,9.349,2.231,-7.426,-5.010
a,56411,0.000,-7.353,36.000,-0.087,-0.130,1.849,2.195,9.380,2.219,-7.353,-5.054
a,56415,0.000,-7.279,36.000,-0.270,0.328,0.246,2.145,9.329,2.265,-7.279,-5.054
a,56419,0.000,-7.204,36.000,0.188,0.206,0.841,2.211,9.383,2.245,-7.204,-5.010
a,56424,0.000,-7.127,36.000,0.020,-0.023,1.528,2.239,9.334,2.150,-7.127,-5.054
a,56427,0.000,-7.051,36.000,0.051,-0.069,-0.472,2.198,9.392,2.292,-7.051,-4.482
a,56431,0.000,-6.973,36.000,-0.346,-0.664,-1.418,2.258,9.255,2.188,-6.973,-3.164
a,56435,0.000,-6.894,36.000,0.051,0.923,0.704,1.950,9.268,2.326,-6.894,-4.570
a,56439,0.000,-6.814,36.000,0.081,0.801,-0.869,2.267,9.403,2.189,-6.814,-4.526
a,56443,0.000,-6.734,36.000,-0.438,-0.771,0.215,2.470,9.412,2.207,-6.734,-4.482
a,56447,0.000,-6.653,36.000,0.158,-0.649,0.475,2.161,9.366,2.236,-6.653,-4.263
a,56451,0.000,-6.570,36.000,-0.148,-0.252,-0.349,2.064,9.391,2.331,-6.570,-3.867
a,56455,0.000,-6.487,36.000,0.829,1.198,0.933,2.033,9.340,2.249,-6.487,-3.867
a,56460,0.000,-6.404,36.000,-0.163,0.206,-0.411,2.428,9.372,2.173,-6.404,-3.691
a,56464,0.000,-6.319,36.000,-0.178,-0.664,-1.036,2.320,9.451,2.218,-6.319,-3.647
a,56467,0.000,-6.233,36.000,0.158,-0.573,-0.517,2.130,9.349,2.216,-6.233,-3.560
a,56471,0.000,-6.147,36.000,-0.010,0.038,0.032,2.110,9.419,2.243,-6.147,-3.516
a,56475,0.000,-6.060,36.000,0.280,0.816,1.116,2.046,9.322,2.345,-6.060,-3.516
a,56479,0.000,-5.972,36.000,0.203,0.084,-1.006,2.328,9.384,2.155,-5.972,-3.604
a,56484,0.000,-5.884,36.000,-0.117,-0.817,0.704,2.375,9.419,2.237,-5.884,-3.208
a,56488,0.000,-5.794,36.000,-0.026,-0.664,-1.464,2.101,9.318,2.243,-5.794,-3.252
a,56492,0.000,-5.704,36.000,0.081,0.587,-0.701,2.024,9.323,2.319,-5.704,-3.120
a,56495,0.000,-5.613,36.000,0.188,0.908,1.040,2.201,9.357,2.206,-5.613,-3.120
a,56499,0.000,-5.522,36.000,-0.026,-0.344,-0.624,2.376,9.357,2.231,-5.522,-0.264
a,56503,0.000,-5.429,36.000,-0.224,-1.077,-1.021,2.266,9.398,2.178,-5.429,-3.032
a,56507,0.000,-5.336,36.000,-0.056,-0.405,-0.288,2.061,9.336,2.292,-5.336,-2.988
a,56511,0.000,-5.242,36.000,-0.102,0.786,-0.243,2.087,9.446,2.239,-5.242,-2.856
a,56516,0.000,-5.148,36.000,0.478,0.908,-0.059,2.219,9.372,2.294,-5.148,-2.900
a,56519,0.000,-5.053,36.000,-0.377,-0.451,0.200,2.369,9.452,2.139,-5.053,-2.461
a,56524,0.000,-4.957,36.000,-0.224,-0.649,0.490,2.270,9.366,2.269,-4.957,-2.461
a,56528,0.000,-4.860,36.000,-0.209,0.099,1.147,2.033,9.358,2.217,-4.860,-2.329
a,56531,0.000,-4.763,36.000,0.219,0.725,-0.533,2.112,9.295,2.328,-4.763,-2.153
a,56535,0.000,-4.665,36.000,0.280,0.939,-0.120,2.142,9.359,2.289,-4.665,-1.758
a,56539,0.000,-4.567,36.000,-0.316,-0.359,-0.456,2.419,9.450,2.150,-4.567,-1.714
a,56543,0.000,-4.468,36.000,-0.102,-0.802,-0.273,2.246,9.333,2.277,-4.468,-1.714
a,56547,0.000,-4.368,36.000,-0.270,-0.145,-0.777,1.954,9.385,2.175,-4.368,-1.714
a,56551,0.000,-4.268,36.000,0.173,0.710,0.780,2.242,9.268,2.380,-4.268,-1.714
a,56555,0.000,-4.167,36.000,-0.117,0.328,0.628,2.149,9.392,2.110,-4.167,-1.714
a,56559,0.000,-4.065,36.000,0.264,0.099,0.185,2.326,9.360,2.309,-4.065,-1.670
a,56563,0.000,-3.963,36.000,-0.529,-1.321,0.719,2.328,9.439,2.157,-3.963,-1.626
a,56567,0.000,-3.860,36.000,-0.178,0.252,-0.624,1.909,9.364,2.295,-3.860,-1.538
a,56571,0.000,-3.757,36.000,0.509,1.397,1.147,2.054,9.359,2.340,-3.757,-1.406
a,56576,0.000,-3.654,36.000,0.097,0.618,-0.914,2.279,9.299,2.114,-3.654,-1.450
a,56579,0.000,-3.549,36.000,-0.270,-0.435,0.475,2.397,9.376,2.195,-3.549,-1.055
a,56583,0.000,-3.445,36.000,-0.636,-1.153,0.277,2.198,9.364,2.169,-3.445,-1.011
a,56587,0.000,-3.340,36.000,-0.010,0.221,0.292,1.927,9.258,2.334,-3.340,-0.396
a,56591,0.000,-3.234,36.000,0.478,1.198,0.704,2.152,9.376,2.209,-3.234,-0.439
a,56595,0.000,-3.128,36.000,-0.010,0.481,0.292,2.398,9.384,2.188,-3.128,-0.308
a,56599,0.000,-3.021,36.000,-0.270,-1.153,0.002,2.319,9.418,2.173,-3.021,-0.264
a,56603,0.000,-2.914,36.000,-0.224,-0.771,0.536,2.157,9.327,2.306,-2.914,-0.264
a,56608,0.000,-2.807,36.000,0.280,0.740,0.383,1.972,9.318,2.283,-2.807,-0.308
a,56611,0.000,-2.699,36.000,0.264,0.969,0.536,2.219,9.372,2.258,-2.699,-0.352
a,56615,0.000,-2.590,36.000,-0.102,-0.466,-0.227,2.447,9.422,2.173,-2.590,-0.264
a,56619,0.000,-2.482,36.000,-0.407,-1.214,-1.571,2.211,9.424,2.213,-2.482,-0.176
a,56624,0.000,-2.373,36.000,0.081,0.084,0.857,2.009,9.292,2.365,-2.373,-0.220
a,56627,0.000,-2.263,36.000,0.097,0.908,-0.441,2.101,9.366,2.195,-2.263,-0.088
a,56631,0.000,-2.153,36.000,0.173,-0.191,-0.197,2.385,9.392,2.219,-2.153,-0.176
a,56636,0.000,-2.043,36.000,-0.010,-0.283,-0.304,2.155,9.317,2.179,-2.043,-0.220
a,56640,0.000,-1.933,36.000,0.234,-0.084,-0.304,2.168,9.371,2.216,-1.933,-0.132
a,56643,0.000,-1.822,36.000,-0.026,0.313,1.070,2.174,9.294,2.286,-1.822,0.308
a,56647,0.000,-1.711,36.000,0.158,0.343,-1.617,2.118,9.377,2.206,-1.711,0.396
a,56651,0.000,-1.599,36.000,-0.270,-0.405,-0.349,2.270,9.394,2.259,-1.599,0.527
a,56655,0.000,-1.488,36.000,0.097,0.374,0.231,2.102,9.395,2.316,-1.488,0.659
a,56659,0.000,-1.376,36.000,0.051,-0.237,-0.304,2.264,9.446,2.179,-1.376,1.143
a,56664,0.000,-1.264,36.000,0.112,0.068,0.017,2.201,9.291,2.242,-1.264,1.230
a,56667,0.000,-1.151,36.000,-0.132,-0.130,-1.479,2.116,9.409,2.169,-1.151,1.274
a,56671,0.000,-1.039,36.000,0.112,0.129,-0.105,2.304,9.321,2.302,-1.039,1.318
a,56676,0.000,-0.926,36.000,-0.132,0.038,-0.777,2.192,9.418,2.151,-0.926,1.318
a,56679,0.000,-0.813,36.000,0.066,-0.130,0.735,2.194,9.404,2.298,-0.813,1.274
a,56683,0.000,-0.700,36.000,-0.209,-0.344,0.521,2.151,9.443,2.235,-0.700,1.714
a,56687,0.000,-0.587,36.000,0.417,0.694,-1.128,2.048,9.301,2.332,-0.587,1.758
a,56691,0.000,-0.473,36.000,-0.132,-0.176,-1.265,2.350,9.451,2.160,-0.473,1.846
a,56695,0.000,-0.359,36.000,-0.148,-0.832,0.429,2.248,9.364,2.210,-0.359,1.846
a,56699,0.000,-0.246,36.000,-0.102,-0.573,-0.120,2.090,9.333,2.213,-0.246,2.461
a,56703,0.000,-0.132,36.000,0.051,0.526,0.124,2.114,9.258,2.321,-0.132,1.978
a,56707,0.000,-0.018,36.000,0.432,0.862,0.322,2.136,9.398,2.186,-0.018,2.021
a,56711,0.000,0.096,36.000,-0.010,-0.466,-0.716,2.391,9.470,2.261,0.096,1.978
a,56715,0.000,0.210,36.000,-0.026,-0.664,-1.082,2.195,9.395,2.229,0.210,2.021
a,56719,0.000,0.324,36.000,-0.377,-0.420,-0.227,2.075,9.414,2.227,0.324,3.867
a,56724,0.000,0.438,36.000,0.371,1.076,-0.227,2.095,9.287,2.395,0.438,2.549
a,56727,0.000,0.552,36.000,0.020,0.465,1.070,2.279,9.436,2.096,0.552,2.593
a,56731,0.000,0.666,36.000,0.005,-0.466,0.429,2.386,9.337,2.292,0.666,2.637
a,56735,0.000,0.780,36.000,-0.545,-0.924,0.277,2.124,9.450,2.113,0.780,2.637
a,56739,0.000,0.895,36.000,0.371,0.404,-1.250,2.015,9.292,2.373,0.895,7.383
a,56743,0.000,1.009,36.000,0.005,0.450,0.139,2.167,9.498,2.163,1.009,3.164
a,56747,0.000,1.123,36.000,0.219,-0.023,-0.304,2.298,9.372,2.369,1.123,3.340
a,56751,0.000,1.236,36.000,-0.148,-0.390,0.811,2.205,9.501,2.125,1.236,3.384
a,56756,0.000,1.350,36.000,0.127,0.358,1.009,2.085,9.324,2.363,1.350,3.428
a,56760,0.000,1.464,36.000,-0.026,0.191,1.193,2.223,9.424,2.179,1.464,3.867
a,56763,0.000,1.577,36.000,0.035,0.038,-0.899,2.285,9.335,2.272,1.577,3.384
a,56767,0.000,1.691,36.000,-0.163,-0.405,-0.456,2.182,9.395,2.186,1.691,3.428
a,56771,0.000,1.804,36.000,0.081,-0.023,-1.342,2.127,9.337,2.278,1.804,3.867
a,56775,0.000,1.917,36.000,0.387,0.343,0.063,2.126,9.380,2.236,1.917,3.779
a,56780,0.000,2.030,36.000,-0.270,-0.344,-0.288,2.254,9.499,2.231,2.030,3.867
a,56784,0.000,2.143,36.000,0.295,0.465,1.269,2.151,9.295,2.286,2.143,3.823
a,56788,0.000,2.255,36.000,-0.163,-0.023,0.154,2.207,9.436,2.093,2.255,4.043
a,56791,0.000,2.368,36.000,-0.331,-0.985,0.215,2.361,9.372,2.326,2.368,6.812
a,56795,0.000,2.480,36.000,-0.255,0.191,-0.411,2.005,9.377,2.144,2.480,4.614
a,56799,0.000,2.591,36.000,0.432,0.633,0.002,2.155,9.321,2.358,2.591,4.658
a,56803,0.000,2.703,36.000,-0.010,0.038,0.093,2.285,9.398,2.131,2.703,4.658
a,56807,0.000,2.814,36.000,-0.071,-0.237,-1.098,2.257,9.321,2.265,2.814,4.834
a,56812,0.000,2.925,36.000,-0.224,-0.191,-1.647,2.142,9.406,2.212,2.925,4.834
a,56815,0.000,3.035,36.000,0.280,0.038,0.185,2.133,9.327,2.271,3.035,4.790
a,56819,0.000,3.146,36.000,0.234,0.465,0.170,2.161,9.367,2.236,3.146,4.746
a,56824,0.000,3.255,36.000,-0.224,-0.161,0.261,2.282,9.413,2.185,3.255,4.834
a,56827,0.000,3.365,36.000,0.066,-0.084,-0.029,2.158,9.291,2.283,3.365,4.878
a,56831,0.000,3.474,36.000,0.158,0.252,-0.258,2.137,9.355,2.189,3.474,5.317
a,56835,0.000,3.583,36.000,-0.224,-0.191,-1.433,2.292,9.425,2.248,3.583,5.405
a,56839,0.000,3.691,36.000,-0.056,-0.237,0.139,2.096,9.437,2.231,3.691,5.889
a,56843,0.000,3.799,36.000,0.066,0.618,-0.319,2.090,9.281,2.306,3.799,6.064
a,56847,0.000,3.906,36.000,-0.117,-0.008,0.582,2.291,9.427,2.139,3.906,6.108
a,56851,0.000,4.013,36.000,0.051,-0.252,-0.899,2.258,9.349,2.261,4.013,6.152
a,56856,0.000,4.120,36.000,-0.163,-0.359,-0.563,2.155,9.394,2.221,4.120,6.064
a,56860,0.000,4.226,36.000,0.005,0.191,0.078,2.149,9.323,2.296,4.226,6.108
a,56864,0.000,4.331,36.000,0.051,0.649,0.231,2.173,9.349,2.213,4.331,6.108
a,56867,0.000,0.000,36.000,0.173,-0.115,1.177,2.266,9.390,2.215,0.000,6.064
a,56872,0.000,0.000,36.000,-0.377,-0.252,-0.181,2.192,9.310,2.242,0.000,6.152
a,56875,0.000,0.000,36.000,0.066,0.420,0.444,2.105,9.291,2.241,0.000,6.724
a,56879,0.000,0.000,36.000,-0.163,0.038,-0.395,2.260,9.418,2.237,0.000,6.021
a,56883,0.000,0.000,36.000,-0.071,-0.176,-0.609,2.168,9.404,2.209,0.000,6.064
a,56887,0.000,0.000,36.000,0.097,0.129,-1.082,2.112,9.300,2.249,0.000,8.394
a,56891,0.000,0.000,36.000,-0.056,0.923,0.719,2.042,9.392,2.398,0.000,5.493
a,56895,0.000,0.000,36.000,-0.071,-0.405,-0.716,2.583,9.335,2.138,0.000,5.405
a,56899,0.000,0.000,36.000,-0.713,-2.038,-0.456,2.276,9.524,2.041,0.000,4.702
a,56903,0.000,0.000,36.000,0.539,0.633,-0.380,1.821,9.193,2.586,0.000,6.196
a,56907,0.000,0.000,36.000,0.081,0.801,-0.533,2.198,9.469,2.045,0.000,4.570
a,56912,0.000,0.000,36.000,0.112,0.358,0.444,2.348,9.304,2.261,0.000,4.219
a,56916,0.000,0.000,36.000,-0.346,-0.832,-1.036,2.277,9.509,2.137,0.000,4.131
a,56919,0.000,0.000,36.000,-0.102,-0.832,0.322,2.229,9.333,2.276,0.000,4.175
a,56923,0.000,0.000,36.000,0.112,0.511,-0.105,1.976,9.353,2.242,0.000,4.175
a,56927,0.000,0.000,36.000,0.051,0.526,-0.487,2.211,9.397,2.252,0.000,4.175
a,56931,0.000,0.000,36.000,0.158,-0.130,-0.090,2.324,9.347,2.207,0.000,4.570
a,56936,0.000,0.000,36.000,-0.270,-0.405,-0.075,2.204,9.380,2.163,0.000,4.131
a,56940,0.000,0.000,36.000,-0.163,-0.069,-0.472,2.239,9.336,2.328,0.000,4.526
a,56944,0.000,0.000,36.000,0.005,0.343,-0.365,2.055,9.355,2.191,0.000,4.614
a,56947,0.000,0.000,36.000,0.463,0.633,1.269,2.194,9.328,2.294,0.000,4.219
a,56951,0.000,0.000,36.000,-0.285,-0.023,-0.502,2.267,9.398,2.192,0.000,4.175
a,56955,0.000,0.000,36.000,0.051,-0.329,0.460,2.204,9.360,2.243,0.000,4.526
a,56960,0.000,0.000,36.000,-0.148,-0.237,0.475,2.180,9.389,2.242,0.000,4.131
a,56964,0.000,0.000,36.000,0.112,0.572,0.002,2.089,9.342,2.277,0.000,4.526
a,56967,0.000,0.000,36.000,0.051,0.465,-0.487,2.225,9.370,2.258,0.000,4.526
a,56972,0.000,0.000,36.000,-0.148,-0.069,0.414,2.295,9.398,2.192,0.000,4.570
a,56975,0.000,0.000,36.000,0.035,-0.405,-1.006,2.213,9.341,2.261,0.000,4.175
a,56979,0.000,0.000,36.000,0.051,-0.176,-0.243,2.170,9.384,2.246,0.000,4.219
a,56983,0.000,0.000,36.000,0.097,0.267,0.444,2.126,9.347,2.274,0.000,4.043
a,56987,0.000,0.000,36.000,0.173,0.297,-0.151,2.199,9.355,2.217,0.000,4.570
a,56991,0.000,0.000,36.000,-0.239,-0.405,-0.777,2.261,9.397,2.200,0.000,4.526
a,56995,0.000,0.000,36.000,0.173,-0.237,0.506,2.184,9.371,2.265,0.000,4.526
a,56999,0.000,0.000,36.000,-0.132,0.038,-1.265,2.149,9.360,2.218,0.000,4.219
a,57003,0.000,0.000,36.000,0.005,0.221,0.902,2.168,9.369,2.263,0.000,4.175
a,57007,0.000,0.000,36.000,-0.117,0.084,0.154,2.201,9.397,2.227,0.000,4.175
a,57011,0.000,0.000,36.000,-0.163,-0.466,-0.670,2.257,9.355,2.219,0.000,4.570
a,57015,0.000,0.000,36.000,-0.209,-0.344,0.307,2.217,9.370,2.245,0.000,4.570
a,57019,0.000,0.000,36.000,-0.010,-0.176,-0.349,2.137,9.374,2.236,0.000,4.175
a,57024,0.000,0.000,36.000,0.158,0.114,-0.991,2.168,9.369,2.245,0.000,4.131
a,57027,0.000,0.000,36.000,0.249,0.145,1.116,2.194,9.371,2.206,0.000,4.131
a,57031,0.000,0.000,36.000,0.051,-0.084,-1.235,2.242,9.376,2.242,0.000,4.219
a,57035,0.000,0.000,36.000,-0.163,-0.344,-0.349,2.219,9.380,2.230,0.000,4.570
a,57039,0.000,0.000,36.000,0.112,-0.008,0.857,2.121,9.355,2.258,0.000,4.526
a,57043,0.000,0.000,36.000,0.051,0.221,0.490,2.198,9.372,2.229,0.000,4.526
a,57047,0.000,0.000,36.000,0.051,-0.054,0.719,2.217,9.406,2.217,0.000,4.570
a,57051,0.000,0.000,36.000,-0.209,-0.145,-0.395,2.219,9.385,2.223,0.000,4.570
a,57055,0.000,0.000,36.000,-0.331,0.053,0.261,2.219,9.366,2.203,0.000,4.570
a,57060,0.000,0.000,36.000,0.081,0.206,-0.975,2.157,9.364,2.265,0.000,4.526
a,57063,0.000,0.000,36.000,-0.163,0.145,-0.243,2.215,9.374,2.242,0.000,4.526
a,57067,0.000,0.000,36.000,-0.117,-0.023,-0.120,2.229,9.378,2.224,0.000,4.526
a,57071,0.000,0.000,36.000,-0.224,-0.237,-0.014,2.207,9.364,2.217,0.000,4.131
a,57075,0.000,0.000,36.000,-0.041,-0.008,1.788,2.199,9.386,2.237,0.000,4.614
a,57080,0.000,0.000,36.000,-0.041,0.481,1.131,2.158,9.351,2.269,0.000,4.219
a,57084,0.000,0.000,36.000,-0.163,0.023,-0.838,2.179,9.367,2.241,0.000,4.570
a,57087,0.000,0.000,36.000,-0.316,-0.069,0.200,2.223,9.388,2.247,0.000,4.570
a,57091,0.000,0.000,36.000,-0.010,-0.176,-0.120,2.205,9.383,2.223,0.000,4.570
a,57095,0.000,0.000,36.000,-0.331,-0.054,0.307,2.170,9.352,2.234,0.000,4.131
a,57099,0.000,0.000,36.000,0.005,0.358,0.185,2.180,9.335,2.249,0.000,4.175
a,57103,0.000,0.000,36.000,0.066,-0.038,-0.243,2.180,9.364,2.254,0.000,4.219
a,57108,0.000,0.000,36.000,0.097,0.084,0.017,2.225,9.349,2.223,0.000,4.570
a,57112,0.000,0.000,36.000,-0.163,0.053,0.414,2.180,9.383,2.215,0.000,4.570
a,57115,0.000,0.000,36.000,-0.010,-0.069,0.154,2.189,9.365,2.249,0.000,4.526
a,57120,0.000,0.000,36.000,0.181,0.133,0.219,2.199,9.374,2.245,0.000,4.175
a,57123,0.000,0.000,36.000,0.150,-0.081,-0.636,2.221,9.352,2.247,0.000,4.526
a,57127,0.000,0.000,36.000,0.105,0.041,0.402,2.207,9.341,2.236,0.000,4.175
a,57131,0.000,0.000,36.000,0.105,-0.081,0.021,2.174,9.398,2.221,0.000,4.614
a,57135,0.000,0.000,36.000,-0.048,0.194,0.021,2.180,9.378,2.237,0.000,4.526
a,57139,0.000,0.000,36.000,-0.002,0.026,0.188,2.199,9.371,2.227,0.000,4.570
a,57143,0.000,0.000,36.000,-0.048,-0.020,0.250,2.239,9.369,2.215,0.000,4.219
a,57147,0.000,0.000,36.000,0.059,-0.035,-0.422,2.194,9.392,2.231,0.000,4.614
a,57151,0.000,0.000,36.000,0.150,-0.081,-1.124,2.186,9.380,2.215,0.000,4.175
a,57155,0.000,0.000,36.000,0.028,-0.188,1.135,2.188,9.367,2.239,0.000,4.175
a,57159,0.000,0.000,36.000,0.059,0.133,0.112,2.186,9.380,2.217,0.000,4.570
a,57163,0.000,0.000,36.000,-0.048,0.148,0.784,2.229,9.354,2.234,0.000,4.526
a,57167,0.000,0.000,36.000,-0.170,-0.142,-1.598,2.211,9.378,2.234,0.000,4.175
a,57171,0.000,0.000,36.000,0.105,0.179,-0.483,2.179,9.337,2.241,0.000,4.131
a,57176,0.000,0.000,36.000,-0.002,0.209,0.784,2.192,9.390,2.227,0.000,4.570
a,57179,0.000,0.000,36.000,0.273,-0.081,-0.147,2.194,9.397,2.231,0.000,4.175
